S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Percentage of Votes
4.0,SHIV DAS SINGH,Independent,13373,6,13379,1.22
5.0,LAL BADSAH SINGH,Bahujan Samaj Party,10631,195,10826,0.99
6.0,KRISHNA PASWAN,Bhartiya Kranti Vir Party,8709,40,8749,0.8
7.0,RANDHIR LAL,Independent,5765,1,5766,0.53
8.0,NAVNIT KUMAR,Independent,4764,9,4773,0.44
9.0,RAM SARE SINGH,Peoples Party of India (Democratic),2531,10,2541,0.23
10.0,DHARMATMA SHARMA,Socialist Unity Centre Of India (COMMUNIST),2449,18,2467,0.22
11.0,RAMJEE SINGH,Voters Party  International,2435,5,2440,0.22
12.0,ASHOK TIWARY,Independent,2263,32,2295,0.21
13.0,MANMOHAN SINGH,Rashtrawadi Janlok Party (Satya),2055,42,2097,0.19
14.0,SUMITRA DEVI,Jagrook Janta Party,1640,34,1674,0.15
15.0,NOTA,None of the Above,16864,99,16963,1.55
1.0,SUDHAKAR SINGH,Rashtriya Janata Dal,435062,3283,438345,40.82
2.0,MITHILESH TIWARI,Bharatiya Janata Party,405795,2459,408254,38.02
3.0,ANIL KUMAR,Bahujan Samaj Party,114312,402,114714,10.68
4.0,ANAND MISHRA S/O- PARAM HANS MISHRA,Independent,46527,882,47409,4.42
5.0,DADAN YADAV,Independent,15653,183,15836,1.47
6.0,SUDHAKAR MISHRA,Independent,12742,7,12749,1.19
7.0,SUNIL KUMAR DUBY,Independent,7757,2,7759,0.72
8.0,RAM SWAROOP CHAUHAN,Independent,5506,10,5516,0.51
9.0,RAJU SINGH,Bahujan Mukti Party,4322,17,4339,0.4
10.0,AANAND MISRA S/O MADAN KUMAR MISRA,Independent,2697,137,2834,0.26
11.0,BHAGWAN SINGH YADAV,Independent,2045,8,2053,0.19
12.0,NIRANJAN KUMAR RAY,Independent,1667,2,1669,0.16
13.0,HEM LATA,Jagrook Janta Party,1554,16,1570,0.15
14.0,AKHILESH KUMAR PANDEY,Independent,1089,6,1095,0.1
15.0,NOTA,None of the Above,9572,45,9617,0.9
1.0,MANOJ KUMAR,Indian National Congress,509977,3027,513004,46.76
2.0,SHIVESH KUMAR,Bharatiya Janata Party,492177,1670,493847,45.01
3.0,SANTOSH KUMAR,Bahujan Samaj Party,45491,107,45598,4.16
4.0,SHIV SHANKAR RAM,Independent,8009,10,8019,0.73
5.0,SANTOSH KUMAR KHARWAR,Bhartiya Gandhiwadi Party,4817,5,4822,0.44
6.0,BANARSI DAS,Peoples Party of India (Democratic),4498,0,4498,0.41
7.0,AMIT KUMAR AMBEDKAR,Bahujan Mukti Party,2823,11,2834,0.26
8.0,PUNAM DEVI,Jantantra Awaj Party,2634,20,2654,0.24
9.0,UJARAN MUSAHAR,Jan Janwadi Party,2616,4,2620,0.24
10.0,NANDLAL RAM,Rashtriya Samaj Paksha,1956,4,1960,0.18
11.0,NOTA,None of the Above,17160,59,17219,1.57
1.0,RAJA RAM SINGH,Communist Party of India  (Marxist-Leninist)  (Liberation),378922,1659,380581,36.89
2.0,PAWAN SINGH,Independent,273546,1177,274723,26.63
3.0,UPENDRA KUSHWAHA,Rashtriya Lok Morcha,253088,788,253876,24.61
4.0,DHEERAJ KUMAR SINGH,Bahujan Samaj Party,23549,108,23657,2.29
5.0,RAJA RAM SINGH,Independent,21357,26,21383,2.07
6.0,PRIYANKA PRASAD CHOUDHARY,All India Majlis-E-Ittehadul Muslimeen,10983,23,11006,1.07
7.0,AJEET KUMAR SINGH,Peoples Party of India (Democratic),9634,19,9653,0.94
8.0,VIKASH VINAYAK,Jan Janwadi Party,7661,3,7664,0.74
9.0,INDRA RAJ ROUSHAN,Independent,6315,9,6324,0.61
10.0,PRADEEP KUMAR JOSHI,Rashtra Sewa Dal,5891,28,5919,0.57
11.0,AVADHESH PASAWAN,Bharatiya Aam Awam Party,5527,58,5585,0.54
12.0,RAJESHWAR PASWAN,Akhil Hind Forward Bloc (Krantikari),5003,3,5006,0.49
13.0,PRAYAG PASWAN,Socialist Unity Centre Of India (COMMUNIST),4641,5,4646,0.45
14.0,NOTA,None of the Above,21548,47,21595,2.09
1.0,SURENDRA PRASAD YADAV,Rashtriya Janata Dal,440352,2683,443035,47.88
2.0,CHANDESHWAR PRASAD,Janata Dal  (United),299044,1400,300444,32.47
3.0,ARUN KUMAR,Bahujan Samaj Party,85696,684,86380,9.33
4.0,MINTA DEVI,Independent,16112,11,16123,1.74
5.0,MUNILAL YADAV,Independent,13021,8,13029,1.41
6.0,ASHUTOSH KUMAR,Rashtriya Jan Jan Party,12954,259,13213,1.43
7.0,DEEPAK KUMAR,Jagrook Janta Party,8944,26,8970,0.97
8.0,BUDDHADEV SAV,Independent,5765,8,5773,0.62
9.0,NARESH KUMAR,Independent,5709,3,5712,0.62
10.0,CHANDESHWAR PRASAD,Independent,5356,22,5378,0.58
11.0,PIYUSH SINGH,Shoshit Samaj Dal,4611,7,4618,0.5
12.0,RAJ KISHOR SHARMA,Bhartiya Sarthak Party,3230,13,3243,0.35
13.0,KAPIL CHAUHAN,Jan Janwadi Party,2954,10,2964,0.32
14.0,ASHUTOSH VINAY KUMAR,Rashtriya Garib Dal,2895,14,2909,0.31
15.0,UMA SHANKAR VERMA,Socialist Unity Centre Of India (COMMUNIST),2509,15,2524,0.27
16.0,NOTA,None of the Above,10960,95,11055,1.19
1.0,ABHAY KUMAR SINHA,Rashtriya Janata Dal,463845,1722,465567,49.22
2.0,SUSHIL KUMAR SINGH,Bharatiya Janata Party,384819,1637,386456,40.86
3.0,SUNESH KUMAR,Bahujan Samaj Party,20232,77,20309,2.15
4.0,PRATIBHA RANI,Peoples Party of India (Democratic),12265,43,12308,1.3
5.0,RAJ BALLABH SINGH,Independent,11150,9,11159,1.18
6.0,RAMJIT SINGH,Rashtriya Jansambhavna Party,9237,6,9243,0.98
7.0,SURESH PRASAD VERMA,Independent,6704,7,6711,0.71
8.0,MOHAMMAD WALIULLAH KHAN,Independent,6591,13,6604,0.7
9.0,SHAILESH RAHI,Akhil Hind Forward Bloc (Krantikari),4892,4,4896,0.52
10.0,NOTA,None of the Above,22566,61,22627,2.39
1.0,JITAN RAM MANJHI,Hindustani Awam Morcha (Secular),492732,2228,494960,51.36
2.0,KUMAR SARVJEET,Rashtriya Janata Dal,390469,2679,393148,40.8
3.0,SUSHMA KUMARI,Bahujan Samaj Party,12234,142,12376,1.28
4.0,DEVENDRA PRATAP,Independent,9209,2,9211,0.96
5.0,DHEERENDRA PRASAD,Loktantrik Samajwadi Party,5616,13,5629,0.58
6.0,GIRIDHAR SAPERA,The National Road Map Party of India,4708,19,4727,0.49
7.0,RANU KUMAR CHAUDHARY,Independent,4495,10,4505,0.47
8.0,RANJAN KUMAR,Independent,4233,1,4234,0.44
9.0,AYUSH KUMAR,Independent,4098,5,4103,0.43
10.0,SURENDRA MANJHI,Rashtriya Jansambhavna Party,3023,12,3035,0.31
11.0,AMRESH KUMAR,Independent,2800,21,2821,0.29
12.0,ASHOK KUMAR PASWAN,Independent,2692,9,2701,0.28
13.0,ARUN KUMAR,Independent,2531,23,2554,0.27
14.0,SHEO SHANKAR,Bhartiya Lok Chetna Party,2370,14,2384,0.25
15.0,NOTA,None of the Above,17177,111,17288,1.79
1.0,VIVEK THAKUR,Bharatiya Janata Party,408537,2071,410608,47.2
2.0,SHRAWAN KUMAR,Rashtriya Janata Dal,340562,2376,342938,39.42
3.0,BINOD YADAV,Independent,39391,128,39519,4.54
4.0,GUNJAN KUMAR,Independent,29444,238,29682,3.41
5.0,RANJIT KUMAR,Bahujan Samaj Party,16240,76,16316,1.88
6.0,ANAND KUMAR VERMA,Bharat Jan Jagran Dal,7727,9,7736,0.89
7.0,GAUTAM KUMAR BABLOO,Bhagidari Party(P),5886,3,5889,0.68
8.0,GANAURI PANDIT,Peoples Party of India (Democratic),4558,32,4590,0.53
9.0,NOTA,None of the Above,12555,37,12592,1.45
1.0,ARUN BHARTI,Lok Janshakti Party(Ram Vilas),508179,867,509046,51.98
2.0,ARCHANA KUMARI,Rashtriya Janata Dal,395696,868,396564,40.5
3.0,SUBHASH PASWAN,Independent,13841,34,13875,1.42
4.0,SAKALDEO DAS,Bahujan Samaj Party,12313,53,12366,1.26
5.0,SRAWON KUMAR,Rashtriya Jansambhavna Party,8604,21,8625,0.88
6.0,JAGDISH PRASAD,Loktantrik Samajik Nyay Party,6532,10,6542,0.67
7.0,SANTOSH KUMAR DAS,Socialist Unity Centre Of India (COMMUNIST),6025,8,6033,0.62
8.0,NOTA,None of the Above,26148,34,26182,2.67
1.0,PARSHOTTAMBHAI RUPALA,Bharatiya Janata Party,850846,7138,857984,67.37
2.0,DHANANI PARESH,Indian National Congress,368964,4760,373724,29.35
3.0,CHAMANBHAI NAGJIBHAI SAVSANI,Bahujan Samaj Party,10356,109,10465,0.82
4.0,AJAGIYA NIRALBHAI AMRUTLAL,Independent,3674,6,3680,0.29
5.0,BHAVESHBHAI KANTILAL PIPALIYA,Independent,2846,10,2856,0.22
6.0,BHAVESH UPENDRABHAI ACHARYA,Independent,2806,34,2840,0.22
7.0,PRAKASH GOVINDBHAI SINDHAV,Independent,2355,34,2389,0.19
8.0,ZALA NAYAN J.,Independent,2321,29,2350,0.18
9.0,JIGNESHBHAI MAHAJAN,Independent,1322,10,1332,0.1
10.0,NOTA,None of the Above,15288,634,15922,1.25
1.0,DR. MANSUKH MANDAVIYA,Bharatiya Janata Party,625962,7156,633118,68.15
2.0,LALIT VASOYA,Indian National Congress,245677,4081,249758,26.89
3.0,N. P. RATHOD,Bahujan Samaj Party,10560,362,10922,1.18
4.0,NATHABHAI BHURABHAI ODEDRA,Independent,7164,132,7296,0.79
5.0,LAKHANSI ODEDARA,Viro Ke Vir Indian Party,3130,33,3163,0.34
6.0,SOLANKI JATIN DHIRUBHAI,Independent,2469,17,2486,0.27
7.0,SODHA HUSHENBHAI ALIBHAI,Independent,2432,3,2435,0.26
8.0,RATHOD CHANDUBHAI MOHANBHAI,Independent,1705,24,1729,0.19
9.0,SHEKHAVA NILESHKUMAR RAMJIBHAI,Samajwadi Party,1587,22,1609,0.17
10.0,SIDHHAPARA HARSUKHLAL JIVANBHAI,Log Party,1059,13,1072,0.12
11.0,MAHEMUDBHAI SAIYAD,Independent,1023,6,1029,0.11
12.0,JETHAVA BIPINKUMAR BHIKHALAL,Independent,786,11,797,0.09
13.0,NOTA,None of the Above,13004,559,13563,1.46
1.0,POONAMBEN HEMATBHAI MAADAM,Bharatiya Janata Party,618120,1929,620049,58.98
2.0,ADVOCATE J. P. MARAVIYA,Indian National Congress,380949,1092,382041,36.34
3.0,JAYSUKH NATHUBHAI PINGALSUR,Bahujan Samaj Party,11429,33,11462,1.09
4.0,KANZARIYA RANCHHODBHAI NARANBHAI,Viro Ke Vir Indian Party,6973,29,7002,0.67
5.0,VIJAYSINH PRAVINSINH JADEJA,Independent,4817,17,4834,0.46
6.0,RATHOD PUNJABHAI PALABHAI,Independent,3727,5,3732,0.36
7.0,BHURALAL MEGHJIBHAI PARMAR,Independent,1923,5,1928,0.18
8.0,GHUGHA ALARAKHABHAI ISHAKBHAI,Independent,1582,3,1585,0.15
9.0,KHIRA YUSUF SIDIKBHAI,Independent,1368,3,1371,0.13
10.0,NANJI AMARSHI BATHWAR,Independent,1365,5,1370,0.13
11.0,ANWAR NOORMAMAD SANGHAR,Independent,1299,0,1299,0.12
12.0,PARESHBHAI PARSOTTAMBHAI MUNGARA,Rashtriya Mahaswaraj Bhumi Party,1266,4,1270,0.12
13.0,POPATPUTRA RAFIK ABUBAKAR,Independent,1133,5,1138,0.11
14.0,NADEEM MAHAMMAD HALA,Independent,1069,1,1070,0.1
15.0,NOTA,None of the Above,10972,112,11084,1.05
1.0,CHUDASAMA RAJESHBHAI NARANBHAI,Bharatiya Janata Party,578516,5533,584049,54.67
2.0,JOTVA HIRABHAI ARJANBHAI,Indian National Congress,444156,4399,448555,41.99
3.0,MAKADIA JAYANTILAL MALDEBHAI,Bahujan Samaj Party,7132,150,7282,0.68
4.0,VADHER DANSING CHINABHAI,Independent,5161,28,5189,0.49
5.0,DEVENDRABHAI DHANJIBHAI MOTIVARAS,Independent,2302,7,2309,0.22
6.0,BORICHANGAR BHAVESH DALPATRAI,Independent,1884,24,1908,0.18
7.0,DAKI NATHABHAI MENSIBHAI,Independent,1329,15,1344,0.13
8.0,ISHWAR RAMBHAI SOLANKI,Right to Recall Party,1150,21,1171,0.11
9.0,ALPESHKUMAR CHANDULAL TRAMBADIYA,Log Party,943,21,964,0.09
10.0,GORDHANBHAI MANGABHAI GOHEL,Independent,758,17,775,0.07
11.0,AARAB HASAM SUMRA,Independent,689,5,694,0.06
12.0,NOTA,None of the Above,13434,579,14013,1.31
1.0,BHARATBHAI MANUBHAI SUTARIYA,Bharatiya Janata Party,577820,3052,580872,66.28
2.0,JENNY THUMMAR,Indian National Congress,258231,1573,259804,29.64
3.0,CHAUHAN RAVAJIBHAI MULABHAI,Bahujan Samaj Party,7486,57,7543,0.86
4.0,SANKHAT VIKRAMBHAI VISABHAI,Global Republican Party,4958,51,5009,0.57
5.0,BAVKUBHAI AMARUBHAI VALA,Independent,3733,44,3777,0.43
6.0,BHAVESHBHAI JENTIBHAI RANK,Independent,3663,8,3671,0.42
7.0,PUNJABHAI BAVBHAI DAFDA,Independent,2598,23,2621,0.3
8.0,PRITESH CHAUHAN (LALU),Independent,1759,21,1780,0.2
9.0,NOTA,None of the Above,11125,224,11349,1.29
1.0,NIMUBEN JAYANTIBHAI BAMBHANIYA (NIMUBEN BAMBHANIYA),Bharatiya Janata Party,707428,9455,716883,68.46
2.0,UMESHBHAI NARANBHAI MAKWANA,Aam Aadmi Party,256902,4692,261594,24.98
3.0,RATHOD DINESHBHAI LAKHABHAI,Bahujan Samaj Party,9989,141,10130,0.97
4.0,ANILBHAI NARENDRABHAI CHAVDA,Swatantrata Abhivyakti Party,7574,45,7619,0.73
5.0,PARMAR RAJESHKUMAR PREMJIBHAI,New India United Party,6456,37,6493,0.62
6.0,KALANIYA SAGARBHAI POPATBHAI,Aapki Awaaz Party,6039,48,6087,0.58
7.0,SANJAYBHAI MAGANBHAI MAKAWANA,Independent,4131,22,4153,0.4
8.0,HARSH GOKLANI,Independent,3593,41,3634,0.35
9.0,SHRI MULSHANKARBHAI RAGHURAMBHAI CHAUHAN,Independent,3386,20,3406,0.33
10.0,SHRI TIDABHAI DEVSHIBHAI,Gujarat Sarva Samaj Party,2641,44,2685,0.26
11.0,BHUPATBHAI MOHANBHAI VALA,Right to Recall Party,2370,24,2394,0.23
12.0,NARESHBHAI NARANBHAI RATHOD,Independent,1745,20,1765,0.17
13.0,BRAHMAKSHTRIYA BHAGVATIBEN KHETSINH,Independent,1562,62,1624,0.16
14.0,NOTA,None of the Above,17717,1048,18765,1.79
1.0,MITESH PATEL (BAKABHAI),Bharatiya Janata Party,607394,5090,612484,52.44
2.0,AMIT CHAVDA,Indian National Congress,516453,6092,522545,44.74
3.0,SURESHBHAI DHULABHAI PATEL,Bahujan Samaj Party,5778,53,5831,0.5
4.0,BHOI ASHISHKUMAR THAKORBHAI,Independent,5525,17,5542,0.47
5.0,KEYURBHAI PRAVINBHAI PATEL (BAKABHAI),Independent,2290,8,2298,0.2
6.0,DHEERAJKUMAR KSHATRIYA,Garib Kalyan Party,1723,24,1747,0.15
7.0,BHATT SUNILKUMAR NARENDRABHAI,Right to Recall Party,1584,8,1592,0.14
8.0,NOTA,None of the Above,15679,251,15930,1.36
1.0,DEVUSINH CHAUHAN,Bharatiya Janata Party,738609,5826,744435,63.31
2.0,KALUSINH DABHI,Indian National Congress,381656,5021,386677,32.88
3.0,SODHA SANJAYKUMAR PARVATSINH,Independent,6123,16,6139,0.52
4.0,BHAILALBHAI KALUBHAI PANDAV,Bahujan Samaj Party,6055,97,6152,0.52
5.0,PARMAR HITESHKUMAR PARSOTTAMBHAI,Independent,2730,11,2741,0.23
6.0,UPENDRAKUMAR VALLAVBHAI PATEL,Independent,2703,12,2715,0.23
7.0,PATEL ANILKUMAR BHAILALBHAI,Rashtriya Mahaswaraj Bhumi Party,2493,30,2523,0.21
8.0,SAIYAD KADARI MOHAMMAD SABIR ANVAR HUSAIN,Bhartiya Jan Nayak Party,1812,26,1838,0.16
9.0,INDIRADEVI HIRALAL VORA,Garib Kalyan Party,1126,9,1135,0.1
10.0,KAMLESHBHAI POPATBHAI PATEL,Bhartiya Jan Parishad,933,16,949,0.08
11.0,IMRANBHAI VANKAWALA,Right to Recall Party,924,4,928,0.08
12.0,KANTIYA DASRATH HARJIVANBHAI,New India United Party,789,3,792,0.07
13.0,NOTA,None of the Above,18444,380,18824,1.6
1.0,RAJPALSINH MAHENDRASINH JADAV,Bharatiya Janata Party,785830,8749,794579,70.22
2.0,GULABSINH SOMSINH CHAUHAN,Indian National Congress,279396,5841,285237,25.21
3.0,HASMUKHKUMAR GANPATSINH RATHOD,Independent,10376,23,10399,0.92
4.0,JITESHKUMAR GHANSHYAMBHAI SEVAK,Dhanwan Bharat Party,8350,39,8389,0.74
5.0,MANOJSINH RANAJITSINH RATHOD,Independent,3984,29,4013,0.35
6.0,LAXMANBHAI GALABHAI BARIYA,"Aam Janmat Party,",3108,97,3205,0.28
7.0,TASLIM MOHAMMEDRAFIK DURVESH,Independent,3051,14,3065,0.27
8.0,PANDOR KAUSHIKKUMAR SHANKARBHAI,Independent,2486,21,2507,0.22
9.0,NOTA,None of the Above,19629,474,20103,1.78
1.0,JASWANTSINH SUMANBHAI BHABHOR,Bharatiya Janata Party,685734,2981,688715,61.59
2.0,DR. PRABHABEN KISHORSINH TAVIYAD,Indian National Congress,352238,2800,355038,31.75
3.0,MEDA DEVENDRAKUMAR LAXMANBHAI,Independent,11068,7,11075,0.99
4.0,BHABHOR DHULABHAI DITABHAI,Bahujan Samaj Party,8621,11,8632,0.77
5.0,BARIYA MANILAL HIRABHAI,Independent,6576,12,6588,0.59
6.0,DAMOR VESTABHAI JOKHANABHAI,Independent,4374,26,4400,0.39
7.0,DAMOR MANABHAI BHAVSINGBHAI,Independent,3144,29,3173,0.28
8.0,JAGDISHBHAI MANILAL MEDA,Bharatiya National Janata Dal,3053,9,3062,0.27
9.0,PASAYA NAVALSINH MULABHAI,Saath Sahakar Vikas Party,2667,6,2673,0.24
10.0,NOTA,None of the Above,34774,164,34938,3.12
1.0,DR. HEMANG JOSHI,Bharatiya Janata Party,865825,7364,873189,72.04
2.0,PADHIYAR  JASHPALSINH MAHENDRASINH (BAPU),Indian National Congress,287570,3493,291063,24.01
3.0,JADAV AMITKUMAR RAMJIBHAI,Bahujan Samaj Party,7473,56,7529,0.62
4.0,RAJESH RATHOD,Independent,5416,53,5469,0.45
5.0,ANILBHAI SHARMA,Hindrashtra Sangh,3436,17,3453,0.28
6.0,DR. RAHUL VASUDEVBHAI VYAS,Independent,2731,21,2752,0.23
7.0,PARMAR MAYURSINH ARVINDSINH,Independent,2122,86,2208,0.18
8.0,NILKANTHKUMAR MANSUKHLAL MISTRI,Independent,1748,8,1756,0.14
9.0,PARMAR HEMANTKUMAR ARVINDBHAI,Independent,1388,23,1411,0.12
10.0,TAPAN DASGUPTA,Socialist Unity Centre Of India (COMMUNIST),1252,23,1275,0.11
11.0,ATUL GAMECHI,Independent,1061,23,1084,0.09
12.0,PARTHIV VIJAYKUMAR DAVE,Right to Recall Party,1052,5,1057,0.09
13.0,NILESH JAGANNATH VASAIKAR,Independent,840,18,858,0.07
14.0,DOSHI HARDIK BIPINBHAI,Satyawadi Rakshak Party,643,14,657,0.05
15.0,NOTA,None of the Above,17823,565,18388,1.52
1.0,JASHUBHAI BHILUBHAI RATHVA,Bharatiya Janata Party,791727,4862,796589,62.84
2.0,SUKHRAMBHAI HARIYABHAI RATHWA,Indian National Congress,394433,3379,397812,31.38
3.0,BHIL SOMABHAI GOKALBHAI,Bahujan Samaj Party,16021,72,16093,1.27
4.0,RATHVA FURAKANBHAI BALJIBHAI,Malwa Congress,11091,70,11161,0.88
5.0,TADVI RANCHHODBHAI,Bharatiya Bahujan Congress,8292,52,8344,0.66
6.0,RATHVA MUKESHBHAI NURABHAI,Independent,8032,33,8065,0.64
7.0,NOTA,None of the Above,29394,261,29655,2.34
1.0,MANSUKHBHAI DHANJIBHAI VASAVA,Bharatiya Janata Party,605489,2668,608157,50.72
2.0,CHAITARBHAI DAMJIBHAI VASAVA,Aam Aadmi Party,518419,4042,522461,43.58
3.0,DILIPBHAI CHHOTUBHAI VASAVA,Bharat Adivasi Party,9981,33,10014,0.84
4.0,SAJID YAKUB MUNSHI,Independent,9934,3,9937,0.83
5.0,VASAVA CHETANBHAI KANJIBHAI,Bahujan Samaj Party,6312,12,6324,0.53
6.0,NAVINBHAI BHIKHABHAI PATEL,Independent,3440,13,3453,0.29
7.0,YUSUF VALI HASANALI,Independent,3245,2,3247,0.27
8.0,GITABEN MANUBHAI MACHHI,Malwa Congress,2750,14,2764,0.23
9.0,MITESHBHAI THAKORBHAI PADHIYAR,Independent,2451,8,2459,0.21
10.0,MIRZA AABIDBEG YASINBEG,Independent,2043,7,2050,0.17
11.0,ISMAIL AHMAD PATEL,Independent,1887,15,1902,0.16
12.0,NARAYANBHAI LILADHARJI RAVAL,Independent,1574,9,1583,0.13
13.0,DHARMESHKUMAR VISHNUBHAI VASAVA,Independent,1324,6,1330,0.11
14.0,NOTA,None of the Above,23151,132,23283,1.94
1.0,PARBHUBHAI NAGARBHAI VASAVA,Bharatiya Janata Party,757787,6163,763950,57.04
2.0,CHAUDHARY SIDDHARTH AMARSINH,Indian National Congress,526054,7643,533697,39.85
3.0,REKHABEN HARSINGBHAI CHAUDHARI,Bahujan Samaj Party,15872,272,16144,1.21
4.0,NOTA,None of the Above,24762,780,25542,1.91
1.0,MUKESHKUMAR CHANDRAKAANT DALAL ( Uncontested ),Bharatiya Janata Party,0,0,0,0.0
1.0,C R PATIL,Bharatiya Janata Party,1023366,7699,1031065,77.05
2.0,NAISHADHBHAI BHUPATBHAI  DESAI,Indian National Congress,254567,2947,257514,19.24
3.0,MALKHAN RAMKISHOR VARMA,Bahujan Samaj Party,8076,57,8133,0.61
4.0,KIRIT L. SURATI,Independent,4190,21,4211,0.31
5.0,RAJU VARDE,Independent,3139,45,3184,0.24
6.0,RAMZAN MANSURI (SENIOR JOURNALIST),Log Party,2652,1,2653,0.2
7.0,KADIR MAHEBOOB SAIYED,Social Democratic Party Of India,2527,11,2538,0.19
8.0,SHEKH MOHMMAD NISHAR (MUNNABHAI GARAGE),Independent,1481,2,1483,0.11
9.0,DR. KANUBHAI KHADADIYA,Socialist Unity Centre Of India (COMMUNIST),1470,15,1485,0.11
10.0,SUMANBEN  KHUSHWA (HANSIKA RAJPUT),Sardar Vallabhbhai Patel Party,1397,29,1426,0.11
11.0,ADVOCATE NAVINKUMAR SHANKERBHAI PATEL,Independent,1091,4,1095,0.08
12.0,MOHAMMAD HANIF SHAH,Garib Kalyan Party,1089,8,1097,0.08
13.0,CHANDANSINGH SHIVBADANSINGH THAKUR,Independent,1070,17,1087,0.08
14.0,KAZI AYAZ HUSNUDDIN,Independent,775,8,783,0.06
15.0,NOTA,None of the Above,19653,809,20462,1.53
1.0,DHAVAL LAXMANBHAI  PATEL,Bharatiya Janata Party,760935,3291,764226,56.13
2.0,ANANTKUMAR HASMUKHBHAI PATEL,Indian National Congress,547307,6215,553522,40.66
3.0,MANAKBHAI JATRUBHAI SHANKAR,Bahujan Samaj Party,7487,12,7499,0.55
4.0,RAMANBHAI KARSHANBHAI PATEL,Independent,6732,13,6745,0.5
5.0,JAYANTIBHAI KHANDUBHAI SHALUA,Viro Ke Vir Indian Party,4763,11,4774,0.35
6.0,CHIRAGKUMAR BHARATBHAI  PATEL,Independent,3431,9,3440,0.25
7.0,UMESHBHAI MAGANBHAI PATEL,Bahujan Republican  Socialist Party,2813,19,2832,0.21
8.0,NOTA,None of the Above,18169,204,18373,1.35
1.0,KRISHAN PAL,Bharatiya Janata Party,787332,1237,788569,53.6
2.0,MAHENDER PRATAP SINGH,Indian National Congress,614908,747,615655,41.84
3.0,KISHAN THAKUR,Bahujan Samaj Party,25164,42,25206,1.71
4.0,SUNIL TEWATIA,Indian National Lok Dal,8057,28,8085,0.55
5.0,NALIN HOODA,Jannayak Janta Party,5335,26,5361,0.36
6.0,SAWATANTAR SINGH CHAUHAN,Jan Shakti Dal,2951,4,2955,0.2
7.0,NEERAJ JATAV,Independent,2104,4,2108,0.14
8.0,HARI SHANKER RAJVANS,Adim Bhartiya Dal,1584,0,1584,0.11
9.0,ATUL,Independent,1456,2,1458,0.1
10.0,PANDIT SUMIT KUMAR SHARMA,AARAKSHAN VIRODHI PARTY,1439,5,1444,0.1
11.0,BRIJABALA,Peoples Party of India (Democratic),1370,10,1380,0.09
12.0,SHYAM SUNDER SINGH,Bhartiya Shakti Chetna Party,1247,0,1247,0.08
13.0,MAHESH PRATAP SHARMA,Rashtriya Vikas Party,1237,3,1240,0.08
14.0,SATAY DEO YADAV,Buland Bharat Party,953,2,955,0.06
15.0,RANDHEER SINGH ALIAS DHEERU KHATANA,Akhil Bhartiya Kisan Majdoor Party,919,5,924,0.06
16.0,SUNIL KUMAR,Independent,888,1,889,0.06
17.0,BHARAT BHUSHAN KOLI,Rashtra Nirman Party,807,1,808,0.05
18.0,SHIV NARAYAN BABA DUBEY,Kisan Mazdoor Sangharsh Party,769,2,771,0.05
19.0,GYAN CHAND BAINSLA,Samrat Mihir Bhoj Samaj Party,751,5,756,0.05
20.0,RAJESH GAUTAM,Independent,662,1,663,0.05
21.0,SWAMI RAJENDRA DEV JI,Independent,660,3,663,0.05
22.0,GIRRAJ,Independent,612,2,614,0.04
23.0,LEKHRAM DABANG,Independent,610,5,615,0.04
24.0,SHAKILA HUSSAIN,Loktantrik Janshakti Party,547,4,551,0.04
25.0,NOTA,None of the Above,6808,13,6821,0.46
1.0,BASAVARAJ BOMMAI,Bharatiya Janata Party,702189,3349,705538,50.55
2.0,ANANDSWAMY GADDADEVARMATH,Indian National Congress,660191,1834,662025,47.43
3.0,SUNANDA KARIYAPPA SHIRHATTI,Independent,4705,2,4707,0.34
4.0,KHAJAMOHIDDIN GUDAGERI,Socialist Party (India),3398,3,3401,0.24
5.0,GANGADHAR BADIGER,Socialist Unity Centre Of India (COMMUNIST),2264,6,2270,0.16
6.0,RUDRAPPA BASAPPA KUMBAR,Independent,1352,4,1356,0.1
7.0,BASAVARAJ B HADI,Independent,1065,6,1071,0.08
8.0,PRAJAKEEYA SACHINKUMAR KARJEKANNAVAR,Uttama Prajaakeeya Party,1058,14,1072,0.08
9.0,DR. G H IMRAPUR,Independent,930,23,953,0.07
10.0,JAGADISH YALLAPPA BANKAPURA,Independent,660,14,674,0.05
11.0,TANU CHIKKANNA YADAV,Karnataka Rashtra Samithi,628,8,636,0.05
12.0,H K NARASIMHAPPA,Samajwadi Janata Party(Karnataka),445,1,446,0.03
13.0,VISHWANATH SHEERI,Ekam Sanatan Bharat Dal,401,0,401,0.03
14.0,RASHEEDA BEGUM,Indian Movement Party,396,1,397,0.03
15.0,NOTA,None of the Above,10831,34,10865,0.78
1.0,PRALHAD JOSHI,Bharatiya Janata Party,713649,2582,716231,52.41
2.0,VINOD ASOOTI,Indian National Congress,617616,1291,618907,45.29
3.0,SHAKEELAHMAD.D.MULLA,Independent,5866,6,5872,0.43
4.0,S. S. PATIL,Independent,5153,8,5161,0.38
5.0,RAJU ANANTSA NAIKWADI,Independent,3601,0,3601,0.26
6.0,JAVEED AHAMED BELGAUMKAR.,Naki Bharatiya Ekta Party,3551,7,3558,0.26
7.0,SHARANABASAV GONAVAR,Socialist Unity Centre Of India (COMMUNIST),1148,19,1167,0.09
